LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Spayed Female,LHASA APSO,GOLD,GEM,15235,2017,2/10/2017 15:17
Dog Senior Citizen or Disability Spayed Female,COLLIE,SABLE/WHITE,SOPHIA,15146,2017,2/1/2017 14:35
Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,ATHENA,15044,2017,1/6/2017 14:42
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/TAN,BREWSKI,15102,2017,12/16/2016 16:25
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/GREY,COCO,15234,2017,12/22/2016 8:40
Dog Senior Citizen or Disability Spayed Female,BORD COLLIE MIX,BLACK,FANNIE,15090,2017,1/6/2017 9:07
Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,OLLIE,15106,2017,12/12/2016 9:35
Dog Senior Citizen or Disability Spayed Female,MIXED,WHEATON,GABBY,15049,2017,12/13/2016 10:51
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BLUE,LUNDEN,15235,2017,2/23/2017 10:05
Dog Individual Neutered Male,AUS SHEPHERD,WHITE/TAN,SHANE,15068,2017,3/2/2017 8:37
Dog Individual Spayed Female,COCKER SPANIEL,BUFF,MILLY,15025,2017,1/11/2017 11:06
Dog Individual Neutered Male,BLOODHOUND,BLACK/TAN,SARGE,15045,2017,1/18/2017 10:20
Dog Individual Neutered Male,SHIH TZU MIX,BROWN,TOBY,15037,2017,12/12/2016 16:17
Dog Individual Female,LABRADOR RETRIEVER,WHITE,BELLE GUNNER JENNY,15044,2017,1/10/2017 16:33
Dog Individual Neutered Male,ENG POINTER,SPOTTED,WINSTON,15238,2017,1/4/2017 9:01
Dog Individual Male,AM PIT BULL TERRIER,BLACK,JAXSON,15084,2017,2/14/2017 15:44
Dog Individual Neutered Male,LAB MIX,TAN,CARTER,15205,2017,1/19/2017 8:44
Dog Individual Neutered Male,MALTESE MIX,WHITE,JACK,15223,2017,2/23/2017 15:00
Dog Individual Neutered Male,MIXED,TAN,JAKE,15239,2017,1/4/2017 9:01
Dog Individual Female,DACHSHUND,BROWN,KLOE,15147,2017,1/27/2017 9:19
Dog Individual Spayed Female,POODLE STANDARD,APRICOT,LEXIE,15236,2017,1/4/2017 10:10
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,KOBE,15241,2017,12/15/2016 10:16
Dog Senior Citizen or Disability Spayed Female,BOXER,WHITE,RISSA,15143,2017,1/18/2017 9:07
Dog Individual Neutered Male,COCKAPOO,WHITE/BLACK,SNICKERS,15102,2017,2/14/2017 16:10
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,SHANE,15146,2017,12/12/2016 13:35
Dog Individual Spayed Female,AM BULLDOG,WHITE,SASHA,15221,2017,1/9/2017 16:02
Dog Individual Female,AM PIT BULL TERRIER,BROWN,JAYDA,15084,2017,1/13/2017 12:48
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,FRITZ,15229,2017,12/15/2016 16:07
Dog Individual Spayed Female,SHIH TZU MIX,WHITE,KATIE (SMOOSH),15084,2017,12/8/2016 8:33
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,RUGER,15106,2017,1/17/2017 9:11
Dog Individual Spayed Female,LAB MIX,YELLOW,ANNA,15037,2017,1/6/2017 15:49
Dog Individual Spayed Female,WEIMARANER,SILVER,BAILEY,15044,2017,3/21/2017 15:39
Dog Individual Spayed Female,BOSTON TERRIER,BLACK WITH WHITE,BELLA,15243,2017,1/12/2017 16:34
Dog Individual Neutered Male,SFT COAT WHEAT TERR,YELLOW,JACK,15228,2017,1/9/2017 16:01
Dog Individual Neutered Male,ALAS KLEE KAI,BLACK/GREY,PETER,15102,2017,1/12/2017 10:27
Dog Individual Spayed Female,LAB MIX,WHITE/BLACK,ROXABOXEN BARNES,15205,2017,12/8/2016 15:50
Dog Individual Spayed Female,PUGGLE,FAWN,SHERA,15243,2017,1/12/2017 16:34
Dog Individual Spayed Female,SHETLAND SHEEPDOG,SABLE,TESS,15228,2017,12/12/2016 9:35
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,FROSTY,15116,2017,12/13/2016 13:52
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,BLACK,TWIGGY,15140,2017,12/13/2016 14:16
Dog Individual Neutered Male,LAB MIX,BLACK,DUKE,15057,2017,1/13/2017 12:48
Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,WHITE/BLACK,HANNAH,15229,2017,12/12/2016 13:34
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,TUCKER TAZ,15239,2017,1/26/2017 10:03
Dog Individual Spayed Female,TERRIER MIX,BROWN,TIA MARIA,15239,2017,1/26/2017 10:03
Dog Individual Neutered Male,POODLE TOY,WHITE,SKIPPY,15239,2017,12/8/2016 8:33
Dog Senior Citizen or Disability Spayed Female,VIZSLA,CINNAMON,ROSY,15126,2017,2/28/2017 16:01
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15223,2017,1/24/2017 16:31
Dog Individual Neutered Male,BISHON FRISE MIX,WHITE/BROWN,1ST SGT GRRR,15090,2017,1/18/2017 9:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,RED,BAILEY,15017,2017,2/23/2017 16:07
Dog Senior Citizen or Disability Neutered Male,BORD COLLIE MIX,BROWN/BLONDE,BLAZER,15076,2017,3/2/2017 9:54
Dog Senior Citizen or Disability Spayed Female,DACHSHUND MIX,WHITE/BLACK,MAGGIE,15212,2017,12/6/2016 9:57
Dog Individual Neutered Male,BICHON FRISE,WHITE,MOJO,15136,2017,2/23/2017 14:47
Dog Individual Male,DACHSHUND,BLACK/TAN,SPANKY,15084,2017,2/23/2017 16:07
Dog Senior Citizen or Disability Female,LAB MIX,BLACK WITH WHITE,STAR,15076,2017,3/2/2017 9:54
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,HUDSON,15202,2017,1/9/2017 14:19
Dog Individual Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,ANGEL,15228,2017,12/13/2016 10:52
Dog Individual Neutered Male,FOX TERRIER TOY,WHITE/BLACK/BROWN,HERSHEY,15146,2017,2/17/2017 15:08
Dog Individual Neutered Male,BOXER MIX,WHITE/BLACK/BROWN,DIABLO,15332,2017,2/13/2017 16:12
Dog Individual Neutered Male,GER SHEPHERD,SABLE,NIKO,15239,2017,12/15/2016 16:01
Dog Individual Neutered Male,PUG,BROWN,JACKSON,15205,2017,12/5/2016 8:43
Dog Senior Citizen or Disability Spayed Female,COLLIE MIX,WHITE/BLACK,LULU,15146,2017,2/10/2017 16:17
Dog Individual Neutered Male,LAB MIX,BLACK,ROCCO,15136,2017,2/24/2017 15:19
Dog Individual Spayed Female,LAB MIX,YELLOW,DOLLY,15136,2017,2/24/2017 15:19
Dog Individual Spayed Female,SIB HUSKY MIX,WHITE/BLACK,MIA,15221,2017,2/17/2017 11:51
Dog Individual Spayed Female,LAB MIX,BLACK,LEIDI,15238,2017,3/22/2017 8:39
Dog Senior Citizen or Disability Neutered Male,POMERANIAN MIX,BLACK,NICO,15220,2017,1/6/2017 11:42
Dog Individual Female,MALTESE,WHITE,CHAMP TIFFANEY,15145,2017,1/24/2017 9:02
Dog Individual Female,MALTESE,WHITE,CHAMP LOLA,15145,2017,1/24/2017 9:02
Dog Individual Female,MALTESE,WHITE,CHAMP GYPSY,15145,2017,1/24/2017 9:02
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,WHITE/BLACK,HOLLY,15237,2017,2/21/2017 15:46
Dog Individual Neutered Male,MIXED,BROWN,SAMMY,15108,2017,12/1/2016 8:52
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,ROCKY,15101,2017,12/8/2016 16:23
Dog Individual Spayed Female,BOSTON TERRIER,WHITE/BLACK,ZOEY,15236,2017,1/6/2017 14:42
Dog Individual Spayed Female,GOLDEN RETRIEV MIX,GOLD,HANAH,15241,2017,12/15/2016 9:58
Dog Individual Spayed Female,ENG COONHOUND,WHITE/BROWN,ROSIE,15102,2017,3/21/2017 15:40
Dog Senior Citizen or Disability Neutered Male,TAG,GOLD,BILBO,15237,2017,1/17/2017 14:56
Dog Senior Citizen or Disability Spayed Female,LHASA APSO,WHITE/BROWN,MUFFIN,15237,2017,1/17/2017 14:56
Dog Individual Neutered Male,DACHSHUND,BLACK,FREDDY,15216,2017,2/7/2017 16:05
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERR MIX,BLACK,PRECIOUS,15110,2017,3/14/2017 8:47
Dog Individual Spayed Female,YORKSHIRE TERR MIX,BLACK,PRECIOUS,15110,2017,3/8/2017 14:51
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY,WHITE/RED,MAYA,15139,2017,1/30/2017 13:52
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,SPENCER,15120,2017,2/17/2017 15:08
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,SPENCER,15120,2017,2/17/2017 15:08
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,TAN,PEANUT,15227,2017,1/10/2017 15:55
Dog Individual Neutered Male,BOXER MIX,BROWN,WALLIE/WALTER,15046,2017,
Dog Individual Neutered Male,BOXER MIX,BROWN,WALLIE/WALTER,15046,2017,1/19/2017 16:15
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BROWN,TEDDY,15146,2017,2/27/2017 16:26
Dog Individual Neutered Male,BOXER MIX,BLACK WITH WHITE,SNOOPY,15065,2017,1/23/2017 8:42
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,REX,15090,2017,1/18/2017 15:35
Dog Individual Male,BOXER,BRINDLE,TY,15143,2017,12/19/2016 8:48
Dog Senior Citizen or Disability Spayed Female,GOLDENDOODLE,BEIGE,PUMPKIN,15146,2017,12/19/2016 15:40
Dog Senior Citizen or Disability Spayed Female,WEIMARANER,BROWN,RILEY,15024,2017,12/8/2016 14:18
Dog Individual Neutered Male,SHIH TZU,SPOTTED,SCOOTER B,15146,2017,12/30/2016 13:28
Dog Senior Citizen or Disability Neutered Male,TERRIER,WHITE/GREY,CHANCHO,15101,2017,12/6/2016 8:36
Dog Individual Female,AM PIT BULL TERRIER,WHITE,LADY,15235,2017,1/19/2017 15:57
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,MAX,15238,2017,1/26/2017 10:23
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,MAX,15238,2017,1/26/2017 10:23
Dog Individual Neutered Male,MIXED,BLACK/BROWN,SMOKEY,15108,2017,1/17/2017 15:34
Dog Individual Neutered Male,DOBERMAN PINSCHER,BLACK/TAN,THOR,15239,2017,12/19/2016 15:14
Dog Individual Spayed Female,PUGGLE,BROWN,LOLA,15236,2017,12/28/2016 13:29
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD/RED,HOLLY,15044,2017,2/3/2017 14:02
Dog Individual Neutered Male,LAB MIX,BLACK,HARLEY,15017,2017,2/22/2017 11:15
Dog Individual Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,HARPER,15241,2017,2/28/2017 8:44
Dog Individual Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,SCOUT,15241,2017,2/28/2017 8:44
Dog Individual Neutered Male,NEWFOUNDLAND,BLACK,STANLEY,15102,2017,2/2/2017 9:43
Dog Individual Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,ZIGGY,15241,2017,12/15/2016 11:27
Dog Individual Spayed Female,W HGHLND WH TERRIER,WHITE,HANNAH,15065,2017,1/5/2017 13:18
Dog Individual Neutered Male,MIXED,BLACK,GIZMO,15102,2017,2/22/2017 15:22
Dog Senior Citizen or Disability Spayed Female,PUGGLE,BROWN,GINGER,15146,2017,2/6/2017 13:48
Dog Senior Citizen or Disability Spayed Female,PUGGLE,BROWN,SANDY,15146,2017,2/6/2017 13:48
Dog Individual Neutered Male,GOLDEN RETRIEVER,TAN,SHAMUS,15227,2017,2/15/2017 15:55
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,KOBE,15136,2017,2/17/2017 14:49
Dog Individual Spayed Female,HOUND MIX,RED/BLONDE,SADIE MAE,15133,2017,2/10/2017 16:18
Dog Individual Neutered Male,ROTTWEILER,BLACK,THRASH,15140,2017,1/24/2017 16:31
Dog Senior Citizen or Disability Spayed Female,COTON DE TULEAR,WHITE,GRACIE,15218,2017,3/23/2017 8:46
Dog Senior Citizen or Disability Neutered Male,LAB MIX,WHITE/BROWN,REBEL,15102,2017,12/15/2016 11:48
Dog Individual Spayed Female,LAB MIX,SPOTTED,MOLLY,15026,2017,1/27/2017 9:19
Dog Individual Neutered Male,MIXED,WHITE,CROSBY,15044,2017,2/21/2017 15:46
Dog Individual Spayed Female,TERRIER MIX,WHITE,EMERY,15229,2017,2/22/2017 11:34
Dog Senior Citizen or Disability Neutered Male,MIXED,SPOTTED,MICKEY,15227,2017,1/12/2017 9:36
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,CASSIE,15227,2017,1/12/2017 9:36
Dog Individual Neutered Male,MIXED,BROWN,VASKO,15209,2017,2/13/2017 16:12
Dog Individual Neutered Male,MIXED,BROWN,VASKO,15209,2017,2/13/2017 10:24
Dog Individual Neutered Male,TERRIER MIX,BLACK WITH WHITE,PRINCE ANDREW,15237,2017,1/9/2017 16:01
Dog Senior Citizen or Disability Male,MIXED,BRINDLE,ROWDY,15063,2017,1/18/2017 16:11
Dog Individual Spayed Female,POMERANIAN,WHITE,FIZZAIA,15221,2017,3/3/2017 16:33
Dog Senior Citizen or Disability Neutered Male,BOSTON TERRIER,SPOTTED,OLIVER,15136,2017,1/13/2017 16:00
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,WHITE/BLACK,SOPHIE,15049,2017,1/24/2017 16:31
Dog Individual Neutered Male,CANE CORSO,BRINDLE,ROCCO,15146,2017,3/7/2017 16:08
Dog Senior Citizen or Disability Spayed Female,VIZSLA,BROWN,LILLY,15044,2017,2/23/2017 10:05
Dog Individual Neutered Male,GER SHEPHERD,WHITE/BLACK/BROWN,KEMO,15135,2017,12/13/2016 8:34
Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,BUDDY,15135,2017,12/13/2016 8:34
Dog Senior Citizen or Disability Female,GOLDEN RETRIEVER,GOLD,HONEY,15026,2017,3/16/2017 9:22
Dog Individual Male,GOLDEN RETRIEVER,CREAM,MURPHY,15239,2017,1/18/2017 16:11
Dog Individual Male,LABRADOR RETRIEVER,BROWN,JACK,15108,2017,12/16/2016 10:45
Dog Individual Neutered Male,BOXER MIX,BLACK,SEELEY,15101,2017,12/30/2016 13:28
Dog Individual Spayed Female,SHEPHERD MIX,WHITE/BLACK/BROWN,SHELLY,15044,2017,3/27/2017 8:34
Dog Individual Neutered Male,SHEPHERD MIX,WHITE/BROWN,BEAR,15044,2017,3/27/2017 8:34
Dog Individual Male,BOXER MIX,WHITE/BLACK/BROWN,RAMBO,15084,2017,1/3/2017 14:04
Dog Individual Neutered Male,TERRIER MIX,MULTI,LENARD,15237,2017,12/15/2016 10:16
Dog Individual Neutered Male,LAB MIX,WHITE/BROWN,LINUS,15237,2017,12/29/2016 16:05
Dog Individual Spayed Female,ENG COONHOUND,WHITE/BROWN,SHELBY,15120,2017,1/18/2017 13:41
Dog Individual Neutered Male,WELSH CORGI PEMBROK,WHITE/BROWN,TIGER,15237,2017,12/7/2016 16:19
Dog Individual Neutered Male,TERRIER,BLACK,CRAFTY,15136,2017,1/20/2017 13:33
Dog Senior Citizen or Disability Male,LAB MIX,BLACK,RAMBO,15108,2017,3/20/2017 10:25
Dog Individual Neutered Male,POMERANIAN,BROWN,BRAD,15063,2017,3/7/2017 8:41
Dog Senior Citizen or Disability Male,MORKIE,BEIGE,CHARLIE,15214,2017,1/10/2017 11:21
Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,BANDIT,15112,2017,1/19/2017 8:43
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BANDIT,15112,2017,1/19/2017 8:43
Dog Senior Citizen or Disability Spayed Female,TAG,RED/BLONDE,SCOUT,15143,2017,12/15/2016 9:58
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,JAKE,15237,2017,1/23/2017 13:59
Dog Senior Citizen or Disability Neutered Male,TERRIER MIX,WHITE,BUDDY,15135,2017,12/30/2016 11:42
Dog Individual Neutered Male,TERRIER MIX,WHITE,BUDDY,15135,2017,12/16/2016 16:25
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,RED,BELLA MIA,15237,2017,1/10/2017 16:18
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,LUCY,15205,2017,12/19/2016 8:21
Dog Individual Spayed Female,SHEPHERD MIX,BLACK,PEPPER,15071,2017,3/6/2017 9:42
Dog Individual Male,LABRADOR RETRIEVER,YELLOW,MURPHY,15241,2017,1/26/2017 10:23
Dog Individual Neutered Male,SHIBA INU,RED,YOSHI,15037,2017,12/29/2016 16:05
Dog Individual Neutered Male,TERRIER MIX,WHITE,BUDDY,15037,2017,12/29/2016 16:05
Dog Individual Male,ENGLISH MASTIFF,FAWN,ROCKY,15148,2017,12/28/2016 16:14
Dog Individual Neutered Male,MIXED,BLACK,BENTLEY,15116,2017,12/12/2016 9:35
Dog Individual Female,BRITTANY SPANIEL,SPOTTED,GRACIE,15071,2017,1/9/2017 16:02
Dog Individual Neutered Male,MIXED,BLACK,DUDE,15106,2017,1/13/2017 9:50
Dog Individual Male,GREAT DANE,BLACK/BROWN,LAMBERT,15120,2017,1/19/2017 8:43
Dog Individual Spayed Female,GREAT DANE,FAWN,PETUNIA,15090,2017,1/6/2017 15:49
Dog Individual Spayed Female,LAB MIX,BLACK,LEXI,15143,2017,1/6/2017 14:43
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BUFF,GINGER,15236,2017,12/12/2016 9:35
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BLACK,RZA,15136,2017,3/7/2017 15:02
Dog Individual Neutered Male,MIXED,BLACK,MAX,15228,2017,2/2/2017 9:43
Dog Individual Neutered Male,AM PITT BULL MIX,BRINDLE,BRODY TRESSLER,15106,2017,12/29/2016 15:14
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,DEWEY,15102,2017,12/5/2016 16:12
Dog Individual Neutered Male,LAB MIX,BLACK/BROWN,BEAR,15108,2017,12/20/2016 8:44
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,CHANCE,15214,2017,12/15/2016 16:07
Dog Individual Neutered Male,TERRIER MIX,BLACK,ARNIE,15017,2017,12/15/2016 10:16
Dog Individual Neutered Male,PEKINGESE,WHITE/FAWN,JOEY,15129,2017,2/15/2017 15:03
Dog Individual Neutered Male,PEKINGESE,WHITE/FAWN,JOEY,15129,2017,2/15/2017 15:03
Dog Individual Spayed Female,DALMATIAN,SPOTTED,RAMSEY PAGER AKERUE,15084,2017,1/4/2017 8:38
Dog Individual Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,TOOT,15110,2017,3/9/2017 12:58
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,BRADY,15214,2017,2/28/2017 16:01
Dog Individual Male,LABRADOR RETRIEVER,BLACK,FRED,15132,2017,2/23/2017 14:47
Dog Individual Neutered Male,GER SHEPHERD MIX,BROWN,OTIS,15235,2017,2/22/2017 8:43
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,KEALY,15243,2017,1/30/2017 10:57
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,KIMBA,15122,2017,2/7/2017 16:05
Dog Individual Neutered Male,DOBERMAN PINSCHER,BLACK/BROWN,BRUNO,15227,2017,12/2/2016 9:29
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE,SANDY,15082,2017,12/8/2016 10:09
Dog Individual Neutered Male,SCHNAUZER MIN,SALT/PEPPER,JUNIOR,15106,2017,12/30/2016 11:51
Dog Individual Spayed Female,SIB HUSKY,WHITE/BLACK,DAKOTA,15017,2017,1/23/2017 9:46
Dog Individual Male,AM BULLDOG,BLACK,DUDE,15145,2017,2/28/2017 9:24
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,MURPHY,15126,2017,12/13/2016 13:52
Dog Individual Spayed Female,DOBERMAN PINSCHER,BROWN,SENECA,15234,2017,12/15/2016 10:16
Dog Individual Spayed Female,MIXED,WHITE,MOLLIE,15237,2017,1/26/2017 14:44
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,JUN,15239,2017,1/18/2017 8:42
Dog Senior Citizen or Disability Male,GER SHEPHERD,BLACK/TAN,TAZ,15202,2017,2/14/2017 15:44
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK/BROWN,CHARLIE,15227,2017,1/25/2017 16:23
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,GOLD,HARRY,15229,2017,12/19/2016 8:21
Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,BELLA,15227,2017,2/6/2017 14:51
Dog Senior Citizen or Disability Spayed Female,COTON DE TULEAR,WHITE,HOLLY,15108,2017,1/13/2017 16:25
Dog Individual Spayed Female,SHIBA INU,GOLD,STELLALUNA,15238,2017,1/13/2017 12:49
Dog Individual Neutered Male,AIREDALE TERRIER,BLACK/BROWN,TUCKER,15205,2017,2/21/2017 12:09
Dog Individual Spayed Female,ROTTWEILER,BLACK/RED,MISHKA,15235,2017,12/19/2016 15:40
Dog Individual Neutered Male,ENGLISH MASTIFF,FAWN,MILO,15215,2017,3/3/2017 8:35
Dog Individual Neutered Male,LAB MIX,BLACK,PLUTO,15102,2017,3/7/2017 15:02
Dog Individual Male,OLD ENG SHEEPDOG,WHITE/BLACK,WILSON,15236,2017,12/14/2016 13:54
Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,LAILA,15239,2017,3/23/2017 14:27
Dog Individual Neutered Male,MIXED,BLACK,MAX JR,15108,2017,1/9/2017 9:10
Dog Senior Citizen or Disability Female,BULLMASTIFF,BRINDLE,SHEBA,15218,2017,12/13/2016 8:34
Dog Individual Spayed Female,DACHSHUND,BROWN,ROXY,15239,2017,12/13/2016 10:51
Dog Individual Neutered Male,TERRIER MIX,BLACK,DRAKE,15243,2017,12/14/2016 9:08
Dog Individual Neutered Male,MIXED,WHITE/BROWN,PRINCE CHARMING,15227,2017,12/16/2016 9:08
Dog Individual Spayed Female,LAB MIX,BLACK,KAIYA,15229,2017,12/7/2016 16:27
Dog Individual Spayed Female,COLLIE MIX,WHITE/BLACK/BROWN,LASSIE,15236,2017,1/9/2017 9:10
Dog Individual Male,TERRIER MIX,WHITE/BLACK,DIGGER,15238,2017,2/14/2017 8:38
Dog Individual Male,GER SHORTHAIR POINT,BROWN/LIVER,HUNTER,15108,2017,2/13/2017 14:03
Dog Senior Citizen or Disability Spayed Female,RAT TERRIER,WHITE/BLACK,OPHELIE,15136,2017,12/9/2016 11:17
Dog Individual Spayed Female,LAB MIX,BLACK WITH WHITE,ROSIE,15243,2017,1/6/2017 8:40
Dog Individual Spayed Female,LAB MIX,BLACK,LIZZIE,15106,2017,2/9/2017 16:09
Dog Individual Spayed Female,MIXED,BLACK,RHENA,15133,2017,1/30/2017 14:22
Dog Individual Female,LABRADOR RETRIEVER,BLACK,ASHLEY,15129,2017,1/19/2017 15:56
Dog Individual Female,POODLE MIN,WHITE,CHLOE SCHESSLER,15120,2017,2/14/2017 10:42
Dog Individual Neutered Male,TAG,BROWN,CHARLIE,15090,2017,1/12/2017 16:34
Dog Individual Spayed Female,SHIH TZU,BLACK,MITZY,15144,2017,1/17/2017 8:41
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLONDE,ROSIE,15218,2017,2/10/2017 16:17
Dog Individual Neutered Male,GREYHOUND,WHITE/BRINDLE,FLY BOY,15146,2017,2/23/2017 16:27
Dog Senior Citizen or Disability Male,YORKSHIRE TERRIER,BROWN,ZIGGY,15132,2017,12/14/2016 16:17
Dog Individual Spayed Female,GOLDEN RETRIEVER,WHITE,SADIE,15243,2017,12/1/2016 16:07
Dog Individual Spayed Female,BEAGLE MIX,WHITE/BROWN,MAXARNA,15145,2017,1/30/2017 16:33
Dog Senior Citizen or Disability Spayed Female,LAB MIX,WHITE/BLACK,CHLOE,15136,2017,2/23/2017 11:00
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15241,2017,1/6/2017 14:12
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,LILY,15129,2017,3/23/2017 10:04
Dog Individual Male,POMERANIAN,BLACK,MAGIC,15146,2017,2/24/2017 8:33
Dog Individual Neutered Male,GOLDENDOODLE,GOLD,HOGAN,15205,2017,1/10/2017 15:54
Dog Senior Citizen or Disability Male,ROTTWEILER MIX,BLACK/BROWN,BROOTIS,15148,2017,2/10/2017 15:41
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,NACHO,15142,2017,12/12/2016 16:17
Dog Individual Spayed Female,AM PIT BULL TERRIER,BRINDLE,CASSY,15209,2017,12/23/2016 9:12
Dog Individual Spayed Female,CHES BAY RETRIEVER,BLONDE,DELIA,15122,2017,2/7/2017 13:02
Dog Individual Neutered Male,CHES BAY RETRIEVER,APRICOT,MOSES,15122,2017,2/7/2017 13:02
Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,BLONDE,LEXIE,15237,2017,1/6/2017 8:41
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE,WONDER,15134,2017,2/16/2017 10:01
Dog Individual Male,AM PIT BULL TERRIER,WHITE,WONDER,15134,2017,
Dog Individual Spayed Female,DOBERMAN PINSCHER,BLACK/BROWN,ZOIE,15106,2017,3/23/2017 10:04
Dog Individual Neutered Male,GER SHEPHERD,BROWN,BECKS,15228,2017,12/14/2016 9:27
Dog Individual Spayed Female,POODLE MIX,WHITE/BLACK,ABBY,15084,2017,1/17/2017 9:44
Dog Individual Neutered Male,GER SHEPHERD,BLACK,ELI,15216,2017,2/24/2017 15:19
Dog Individual Spayed Female,MIXED,TAN,ABIGAIL,15227,2017,12/15/2016 9:57
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,CECE,15241,2017,1/17/2017 12:33
Dog Individual Neutered Male,GER SHEPHERD,BROWN,HUNTER,15147,2017,3/27/2017 8:34
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,PETEY,15106,2017,12/7/2016 12:11
Dog Individual Male,LABRADOR RETRIEVER,BROWN,SPENCER,15137,2017,3/1/2017 14:30
Dog Individual Spayed Female,BORD COLLIE,WHITE/BLACK,ELIZABETH,15239,2017,2/21/2017 14:44
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,PUPPY,15056,2017,
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,PUPPY,15056,2017,2/9/2017 12:54
Dog Senior Citizen or Disability Male,CHIHUAHUA MIX,WHITE,MARLEY,15025,2017,1/23/2017 9:45
Dog Individual Neutered Male,BOSTON TERRIER,BRINDLE,MAXIM,15237,2017,12/15/2016 8:37
Dog Individual Neutered Male,LAB MIX,BLACK,STITCH,15243,2017,1/6/2017 14:43
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,BELLA,15239,2017,3/20/2017 15:02
Dog Individual Neutered Male,TAG,BROWN,CODY,15101,2017,1/3/2017 14:04
Dog Individual Neutered Male,WELSH CORGI CARDIGA,WHITE/TAN,HINES,15084,2017,12/19/2016 15:28
Dog Individual Spayed Female,HOUND MIX,BROWN/TAN,TOOTSIE,15146,2017,1/18/2017 16:11
